catalogNumber,FAMILY,GENUS,SPECIES,SUBSPECIES,aisle,shelving_unit,shelf
ZMH-ANN-P17706,Amphinomidae,Chloeia,viridis,,1,2,5
ZMH-ANN-V00653,Amphinomidae,Chloeia,,,1,2,5
ZMH-ANN-V03343,Amphinomidae,Cryptonome,mooreae,,1,2,5
ZMH-ANN-V08113,Amphinomidae,Cryptonome,mooreae,,1,2,5
ZMH-ANN-V08113-B,Amphinomidae,Cryptonome,mooreae,,1,2,5
ZMH-ANN-V09949,Amphinomidae,Cryptonome,parvecarunculata,,1,2,5
ZMH-ANN-P13677,Amphinomidae,Cryptonome,parvecarunculata,,1,2,5
ZMH-ANN-P13678,Amphinomidae,Cryptonome,parvecarunculata,,1,2,5
ZMH-ANN-PE0011,Amphinomidae,Eurythoe,complanata,,1,2,5
ZMH-ANN-PE0012,Amphinomidae,Eurythoe,complanata,,1,2,5
ZMH-ANN-PE0013,Amphinomidae,Eurythoe,complanata,,1,2,5
ZMH-ANN-PE0014,Amphinomidae,Eurythoe,complanata,,1,2,5
ZMH-ANN-PE0015,Amphinomidae,Eurythoe,complanata,,1,2,5
ZMH-ANN-PE0016,Amphinomidae,Eurythoe,complanata,,1,2,5
ZMH-ANN-PE0019,Amphinomidae,Eurythoe,complanata,,1,2,5
ZMH-ANN-PE0020,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-PE0021,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-PE0021-A,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-PE0022,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-PE0025,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00700,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00701,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00703,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00704,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00705,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00707,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00709,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00710,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00711,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00714,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00715,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00716,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00717,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00718,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00720,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00721,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00722,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00724,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V00725,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V02707,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V02876,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V03406,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V03489,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04287,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04556,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04557,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04558,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04559,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04560,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04561,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V04562,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V05690,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V05735,Amphinomidae,Eurythoe,complanata,,1,2,6
ZMH-ANN-V05766,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V06138,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V06313,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V06497,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V06539,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V07403,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V07878,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V08196,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V08712,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V08713,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V09244,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V09252,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V09600,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V09842,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V10121,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V10143,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V10302,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V10329,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V10364,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V11225,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V11521,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V11693,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V11925,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V12014,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V12103,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P13958,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P13959,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P16530,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P16789,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P16824,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P16972,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P17121,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P20972,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P20973,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P21129,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P21130,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P21131,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P21132,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-P24788,Amphinomidae,Eurythoe,complanata,,1,2,7
ZMH-ANN-V03237,Amphinomidae,Eurythoe,paupera,,1,2,7
ZMH-ANN-V00702,Amphinomidae,Eurythoe,,,1,2,7
ZMH-ANN-V00708,Amphinomidae,Eurythoe,,,1,2,7
ZMH-ANN-V00719,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-V00723,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-V02973,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-V04461,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-V06131,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-V06401,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-V08305,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-V09009,Amphinomidae,Eurythoe,,,1,2,8
ZMH-ANN-PE0002,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-PE0027,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-PE0030-B,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00681,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00682,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00683,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00684,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00685,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00686,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00687,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00688,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00689,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00690,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00691,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V00692,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V02877,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V02882,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V03723,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V03869,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V04014,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V04331,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V04396,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V04595,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V05579,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V05689,Amphinomidae,Hermodice,carunculata,,1,2,8
ZMH-ANN-V05873,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V05979,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V06541,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V06749,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V06784,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V09598,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V10340,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V10663,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V11001,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V11508,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V12926,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V13034,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-P13106,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-P13136,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-P13214,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-P13528,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-P17213,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-P17297,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-P24457,Amphinomidae,Hermodice,carunculata,,1,3,1
ZMH-ANN-V00695,Amphinomidae,Hermodice,,,1,3,1
ZMH-ANN-V00696,Amphinomidae,Hermodice,,,1,3,1
ZMH-ANN-V00697,Amphinomidae,Hermodice,,,1,3,1
ZMH-ANN-V00698,Amphinomidae,Hermodice,,,1,3,1
ZMH-ANN-V05915,Amphinomidae,Hermodice,,,1,3,1
ZMH-ANN-PE0031,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-V00713,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-V01932,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-V06045,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-V09106,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-V09107,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-P13962,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-P17414,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-P17685,Amphinomidae,Hipponoe,gaudichaudi,,1,3,1
ZMH-ANN-P15342,Amphinomidae,Linopherus,annulata,,1,3,1
ZMH-ANN-P15455,Amphinomidae,Linopherus,annulata,,1,3,1
ZMH-ANN-V00712,Amphinomidae,Linopherus,incarunculata,,1,3,1
ZMH-ANN-P19029,Amphinomidae,Linopherus,kristiani,,1,3,1
ZMH-ANN-V07927,Amphinomidae,Linopherus,oculifera,,1,3,1
ZMH-ANN-V10049,Amphinomidae,Linopherus,oculifera,,1,3,1
ZMH-ANN-P13960,Amphinomidae,Linopherus,oculifera,,1,3,1
ZMH-ANN-P16670,Amphinomidae,Linopherus,oculifera,,1,3,1
ZMH-ANN-P17090,Amphinomidae,Linopherus,oculifera,,1,3,1
ZMH-ANN-PE0032,Amphinomidae,Notopygos,crinita,,1,3,1
ZMH-ANN-PE0033,Amphinomidae,Notopygos,crinita,,1,3,2
ZMH-ANN-V00654,Amphinomidae,Notopygos,crinita,,1,3,2
ZMH-ANN-P17660,Amphinomidae,Notopygos,megalops,,1,3,2
ZMH-ANN-P17661,Amphinomidae,Notopygos,megalops,,1,3,2
ZMH-ANN-P17662,Amphinomidae,Notopygos,megalops,,1,3,2
ZMH-ANN-P17663,Amphinomidae,Notopygos,megalops,,1,3,2
ZMH-ANN-V00655,Amphinomidae,Notopygos,rayneri,,1,3,2
ZMH-ANN-V03416,Amphinomidae,Notopygos,rayneri,,1,3,2
ZMH-ANN-V10315,Amphinomidae,Notopygos,rayneri,,1,3,2
ZMH-ANN-V11212,Amphinomidae,Notopygos,rayneri,,1,3,2
ZMH-ANN-V11319,Amphinomidae,Notopygos,rayneri,,1,3,2
ZMH-ANN-V00656,Amphinomidae,Notopygos,splendens,,1,3,2
ZMH-ANN-V00657,Amphinomidae,Notopygos,splendens,,1,3,2
ZMH-ANN-V00658,Amphinomidae,Notopygos,splendens,,1,3,2
ZMH-ANN-V00659,Amphinomidae,Notopygos,splendens,,1,3,2
ZMH-ANN-V00662,Amphinomidae,Notopygos,splendens,,1,3,2
ZMH-ANN-P15253,Amphinomidae,Notopygos,variabilis,,1,3,2
ZMH-ANN-P15259,Amphinomidae,Notopygos,variabilis,,1,3,2
ZMH-ANN-P22055,Amphinomidae,Notopygos,variabilis,,1,3,2
ZMH-ANN-V00660,Amphinomidae,Notopygos,,,1,3,2
ZMH-ANN-V00661,Amphinomidae,Notopygos,,,1,3,2
ZMH-ANN-P24654,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24809,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24935-A,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24935-B,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24936-A,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24936-B,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24936-C,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24936-D,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24937,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24938-A,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24938-B,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24939,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24940,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24941,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24942,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24943,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24944-A,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24944-B,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24945-A,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24945-B,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24945-C,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24945-D,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24945-E,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24945-F,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24945-G,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24946-A,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24946-B,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24946-C,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24947-A,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24947-B,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P24947-C,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P25676,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P26138,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P26161,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P26190,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P26302,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P26319,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P26347,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P27062,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P27063,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P27064,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P27193,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P27194,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-P27351,Amphinomidae,Paramphinome,australis,,1,3,2
ZMH-ANN-V12254,Amphinomidae,Paramphinome,jeffreysii,,1,3,2
ZMH-ANN-P13333,Amphinomidae,Paramphinome,jeffreysii,,1,3,2
ZMH-ANN-P13409,Amphinomidae,Paramphinome,jeffreysii,,1,3,2
ZMH-ANN-P13434,Amphinomidae,Paramphinome,jeffreysii,,1,3,2
ZMH-ANN-P13439,Amphinomidae,Paramphinome,jeffreysii,,1,3,2
ZMH-ANN-P13481,Amphinomidae,Paramphinome,jeffreysii,,1,3,2
ZMH-ANN-P24486,Amphinomidae,Paramphinome,,,1,3,2
ZMH-ANN-P24487,Amphinomidae,Paramphinome,,,1,3,2
ZMH-ANN-P24488,Amphinomidae,Paramphinome,,,1,3,2
ZMH-ANN-P26254,Amphinomidae,Paramphinome,,,1,3,2
ZMH-ANN-P26259,Amphinomidae,Paramphinome,,,1,3,2
ZMH-ANN-P26355,Amphinomidae,Paramphinome,,,1,3,2
ZMH-ANN-P26356,Amphinomidae,Paramphinome,,,1,3,2
ZMH-ANN-PE0023,Amphinomidae,Pareurythoe,californica,,1,3,2
ZMH-ANN-PE0024,Amphinomidae,Pareurythoe,californica,,1,3,2
ZMH-ANN-P24453,Amphinomidae,Pareurythoe,chilensis,,1,3,3
ZMH-ANN-P24455,Amphinomidae,Pareurythoe,chilensis,,1,3,3
ZMH-ANN-PE0029,Amphinomidae,Pherecardia,striata,,1,3,3
ZMH-ANN-PE0030,Amphinomidae,Pherecardia,striata,,1,3,3
ZMH-ANN-V00693,Amphinomidae,Pherecardia,striata,,1,3,3
ZMH-ANN-V00694,Amphinomidae,Pherecardia,striata,,1,3,3
ZMH-ANN-V10312,Amphinomidae,Pherecardia,striata,,1,3,3
ZMH-ANN-V12095,Amphinomidae,Pherecardia,striata,,1,3,3
ZMH-ANN-P13964,Amphinomidae,Pherecardia,striata,,1,3,3
ZMH-ANN-P13587,Amphinomidae,Pherecardites,antarctica,,1,3,3
ZMH-ANN-V09851,Amphinomidae,Pherecardites,quinquemaculata,,1,3,3
ZMH-ANN-V08530,Amphinomidae,Rostraria,carunculata,,1,3,3
ZMH-ANN-V12820,Amphinomidae,Rostraria,,,1,3,3
ZMH-ANN-PE0058,Amphinomidae,,,,1,3,3
ZMH-ANN-P13564,Amphinomidae,,,,1,3,3
ZMH-ANN-P17292,Amphinomidae,,,,1,3,3
ZMH-ANN-P17298,Amphinomidae,,,,1,3,3
ZMH-ANN-P17299,Amphinomidae,,,,1,3,3
ZMH-ANN-P24927,Amphinomidae,,,,1,3,3
ZMH-ANN-P24928,Amphinomidae,,,,1,3,3
ZMH-ANN-P24930,Amphinomidae,,,,1,3,3
ZMH-ANN-P24932,Amphinomidae,,,,1,3,3
ZMH-ANN-P24934,Amphinomidae,,,,1,3,3
ZMH-ANN-P24935,Amphinomidae,,,,1,3,3
ZMH-ANN-P24936,Amphinomidae,,,,1,3,3
ZMH-ANN-P24938,Amphinomidae,,,,1,3,3
ZMH-ANN-P24944,Amphinomidae,,,,1,3,3
ZMH-ANN-P24945,Amphinomidae,,,,1,3,3
ZMH-ANN-P24946,Amphinomidae,,,,1,3,3
ZMH-ANN-P24947,Amphinomidae,,,,1,3,3
ZMH-ANN-P25910,Amphinomidae,,,,1,3,3
ZMH-ANN-P26501,Amphinomidae,,,,1,3,3
ZMH-ANN-P26502,Amphinomidae,,,,1,3,3
ZMH-ANN-P26503,Amphinomidae,,,,1,3,3
ZMH-ANN-P28705,Amphinomidae,,,,1,3,3
ZMH-ANN-P28706,Amphinomidae,,,,1,3,3
ZMH-ANN-P28707,Amphinomidae,,,,1,3,3
ZMH-ANN-P28708,Amphinomidae,,,,1,3,3
ZMH-ANN-P28709,Amphinomidae,,,,1,3,3
ZMH-ANN-P28710,Amphinomidae,,,,1,3,3
ZMH-ANN-P28711,Amphinomidae,,,,1,3,3
ZMH-ANN-P28712,Amphinomidae,,,,1,3,3
ZMH-ANN-P28713,Amphinomidae,,,,1,3,3
ZMH-ANN-P29616,Amphinomidae,,,,1,3,3
ZMH-ANN-P29724,Amphinomidae,,,,1,3,3
ZMH-ANN-P29725,Amphinomidae,,,,1,3,3
ZMH-ANN-P17249,EUPHROSINIDAE,Euphrosine,armadillo,,1,3,3
ZMH-ANN-P17250,EUPHROSINIDAE,Euphrosine,armadillo,,1,3,3
ZMH-ANN-P17664,EUPHROSINIDAE,Euphrosine,armadillo,,1,3,3
ZMH-ANN-P24452,EUPHROSINIDAE,Euphrosine,armadillo,,1,3,3
ZMH-ANN-PE0045,EUPHROSINIDAE,Euphrosine,armadilloides,,1,3,3
ZMH-ANN-V08528,EUPHROSINIDAE,Euphrosine,armadilloides,,1,3,3
ZMH-ANN-V08529,EUPHROSINIDAE,Euphrosine,armadilloides,,1,3,3
ZMH-ANN-P24001,EUPHROSINIDAE,Euphrosine,armadilloides,,1,3,3
ZMH-ANN-P24002,EUPHROSINIDAE,Euphrosine,armadilloides,,1,3,3
ZMH-ANN-P24003,EUPHROSINIDAE,Euphrosine,armadilloides,,1,3,3
ZMH-ANN-P24853,EUPHROSINIDAE,Euphrosine,armadilloides,,1,3,4
ZMH-ANN-PE0048,EUPHROSINIDAE,Euphrosine,aurantiaca,,1,3,4
ZMH-ANN-PE0049,EUPHROSINIDAE,Euphrosine,aurantiaca,,1,3,4
ZMH-ANN-V03212,EUPHROSINIDAE,Euphrosine,capensis,,1,3,4
ZMH-ANN-V09868,EUPHROSINIDAE,Euphrosine,capensis,,1,3,4
ZMH-ANN-V10304,EUPHROSINIDAE,Euphrosine,capensis,,1,3,4
ZMH-ANN-P13920,EUPHROSINIDAE,Euphrosine,capensis,,1,3,4
